Email,AnnualIncome,HomeOwner
YBI13056@ybifoundation.ybif,"? 30,000.00",No
YBI13057@ybifoundation.ybif,"? 30,000.00",Yes
YBI13058@ybifoundation.ybif,"? 30,000.00",Yes
YBI13059@ybifoundation.ybif,"? 30,000.00",Yes
YBI13060@ybifoundation.ybif,"? 30,000.00",Yes
YBI13061@ybifoundation.ybif,"? 40,000.00",Yes
YBI13062@ybifoundation.ybif,"? 40,000.00",Yes
YBI13063@ybifoundation.ybif,"? 40,000.00",No
YBI13064@ybifoundation.ybif,"? 40,000.00",Yes
YBI13065@ybifoundation.ybif,"? 40,000.00",Yes
YBI13066@ybifoundation.ybif,"? 30,000.00",Yes
YBI13067@ybifoundation.ybif,"? 30,000.00",No
YBI13068@ybifoundation.ybif,"? 30,000.00",Yes
YBI13069@ybifoundation.ybif,"? 20,000.00",No
YBI13070@ybifoundation.ybif,"? 20,000.00",No
YBI13071@ybifoundation.ybif,"? 20,000.00",Yes
YBI13072@ybifoundation.ybif,"? 20,000.00",No
YBI13073@ybifoundation.ybif,"? 40,000.00",Yes
YBI13074@ybifoundation.ybif,"? 30,000.00",No
YBI13075@ybifoundation.ybif,"? 30,000.00",No
YBI13076@ybifoundation.ybif,"? 40,000.00",Yes
YBI13077@ybifoundation.ybif,"? 40,000.00",Yes
YBI13078@ybifoundation.ybif,"? 30,000.00",Yes
YBI13079@ybifoundation.ybif,"? 30,000.00",No
YBI13080@ybifoundation.ybif,"? 30,000.00",No
YBI13081@ybifoundation.ybif,"? 30,000.00",No
YBI13082@ybifoundation.ybif,"? 30,000.00",No
YBI13083@ybifoundation.ybif,"? 20,000.00",No
YBI13084@ybifoundation.ybif,"? 20,000.00",No
YBI13085@ybifoundation.ybif,"? 20,000.00",No
YBI13086@ybifoundation.ybif,"? 20,000.00",No
YBI13087@ybifoundation.ybif,"? 20,000.00",No
YBI13088@ybifoundation.ybif,"? 30,000.00",No
YBI13089@ybifoundation.ybif,"? 30,000.00",No
YBI13090@ybifoundation.ybif,"? 10,000.00",Yes
YBI13091@ybifoundation.ybif,"? 10,000.00",Yes
YBI13092@ybifoundation.ybif,"? 20,000.00",No
YBI13093@ybifoundation.ybif,"? 20,000.00",No
YBI13094@ybifoundation.ybif,"? 20,000.00",Yes
YBI13095@ybifoundation.ybif,"? 20,000.00",No
YBI13096@ybifoundation.ybif,"? 30,000.00",No
YBI13097@ybifoundation.ybif,"? 30,000.00",No
YBI13098@ybifoundation.ybif,"? 30,000.00",Yes
YBI13099@ybifoundation.ybif,"? 40,000.00",Yes
YBI13100@ybifoundation.ybif,"? 10,000.00",Yes
YBI13101@ybifoundation.ybif,"? 10,000.00",No
YBI13102@ybifoundation.ybif,"? 10,000.00",Yes
YBI13103@ybifoundation.ybif,"? 10,000.00",Yes
YBI13104@ybifoundation.ybif,"? 10,000.00",Yes
YBI13105@ybifoundation.ybif,"? 20,000.00",Yes
YBI13106@ybifoundation.ybif,"? 20,000.00",Yes
YBI13107@ybifoundation.ybif,"? 20,000.00",Yes
YBI13108@ybifoundation.ybif,"? 20,000.00",No
YBI13109@ybifoundation.ybif,"? 10,000.00",No
YBI13110@ybifoundation.ybif,"? 10,000.00",Yes
YBI13111@ybifoundation.ybif,"? 10,000.00",Yes
YBI13112@ybifoundation.ybif,"? 20,000.00",No
YBI13113@ybifoundation.ybif,"? 20,000.00",No
YBI13114@ybifoundation.ybif,"? 20,000.00",Yes
YBI13115@ybifoundation.ybif,"? 30,000.00",No
YBI13116@ybifoundation.ybif,"? 20,000.00",Yes
YBI13117@ybifoundation.ybif,"? 20,000.00",No
YBI13118@ybifoundation.ybif,"? 10,000.00",No
YBI13119@ybifoundation.ybif,"? 10,000.00",No
YBI13120@ybifoundation.ybif,"? 10,000.00",No
YBI13121@ybifoundation.ybif,"? 10,000.00",Yes
YBI13122@ybifoundation.ybif,"? 10,000.00",Yes
YBI13123@ybifoundation.ybif,"? 10,000.00",No
YBI13124@ybifoundation.ybif,"? 10,000.00",No
YBI13125@ybifoundation.ybif,"? 10,000.00",No
YBI13126@ybifoundation.ybif,"? 10,000.00",No
YBI13127@ybifoundation.ybif,"? 10,000.00",Yes
YBI13128@ybifoundation.ybif,"? 10,000.00",Yes
YBI13129@ybifoundation.ybif,"? 10,000.00",No
YBI13130@ybifoundation.ybif,"? 10,000.00",Yes
YBI13131@ybifoundation.ybif,"? 10,000.00",No
YBI13132@ybifoundation.ybif,"? 10,000.00",Yes
YBI13133@ybifoundation.ybif,"? 20,000.00",Yes
YBI13134@ybifoundation.ybif,"? 20,000.00",Yes
YBI13135@ybifoundation.ybif,"? 20,000.00",No
YBI13136@ybifoundation.ybif,"? 20,000.00",Yes
YBI13137@ybifoundation.ybif,"? 20,000.00",Yes
YBI13138@ybifoundation.ybif,"? 20,000.00",No
YBI13139@ybifoundation.ybif,"? 20,000.00",Yes
YBI13140@ybifoundation.ybif,"? 20,000.00",Yes
YBI13141@ybifoundation.ybif,"? 20,000.00",No
YBI13142@ybifoundation.ybif,"? 30,000.00",Yes
YBI13143@ybifoundation.ybif,"? 30,000.00",Yes
YBI13144@ybifoundation.ybif,"? 30,000.00",Yes
YBI13145@ybifoundation.ybif,"? 10,000.00",No
YBI13146@ybifoundation.ybif,"? 20,000.00",No
YBI13147@ybifoundation.ybif,"? 30,000.00",No
YBI13148@ybifoundation.ybif,"? 20,000.00",Yes
YBI13149@ybifoundation.ybif,"? 30,000.00",Yes
YBI13150@ybifoundation.ybif,"? 20,000.00",Yes
YBI13151@ybifoundation.ybif,"? 30,000.00",Yes
YBI13152@ybifoundation.ybif,"? 30,000.00",Yes
YBI13153@ybifoundation.ybif,"? 30,000.00",No
YBI13154@ybifoundation.ybif,"? 30,000.00",No
YBI13155@ybifoundation.ybif,"? 10,000.00",Yes
YBI13156@ybifoundation.ybif,"? 10,000.00",Yes
YBI13157@ybifoundation.ybif,"? 20,000.00",No
YBI13158@ybifoundation.ybif,"? 30,000.00",Yes
YBI13159@ybifoundation.ybif,"? 40,000.00",No
YBI13160@ybifoundation.ybif,"? 40,000.00",No
YBI13161@ybifoundation.ybif,"? 10,000.00",Yes
YBI13162@ybifoundation.ybif,"? 20,000.00",No
YBI13163@ybifoundation.ybif,"? 30,000.00",No
YBI13164@ybifoundation.ybif,"? 30,000.00",No
YBI13165@ybifoundation.ybif,"? 30,000.00",No
YBI13166@ybifoundation.ybif,"? 40,000.00",Yes
YBI13167@ybifoundation.ybif,"? 10,000.00",Yes
YBI13168@ybifoundation.ybif,"? 40,000.00",Yes
YBI13169@ybifoundation.ybif,"? 60,000.00",Yes
YBI13170@ybifoundation.ybif,"? 60,000.00",Yes
YBI13171@ybifoundation.ybif,"? 60,000.00",No
YBI13172@ybifoundation.ybif,"? 10,000.00",No
YBI13173@ybifoundation.ybif,"? 10,000.00",No
YBI13174@ybifoundation.ybif,"? 20,000.00",Yes
YBI13175@ybifoundation.ybif,"? 10,000.00",Yes
YBI13176@ybifoundation.ybif,"? 10,000.00",Yes
YBI13177@ybifoundation.ybif,"? 10,000.00",No
YBI13178@ybifoundation.ybif,"? 20,000.00",No
YBI13179@ybifoundation.ybif,"? 30,000.00",Yes
YBI13180@ybifoundation.ybif,"? 90,000.00",Yes
YBI13181@ybifoundation.ybif,"? 1,30,000.00",No
YBI13182@ybifoundation.ybif,"? 40,000.00",Yes
YBI13183@ybifoundation.ybif,"? 40,000.00",Yes
YBI13184@ybifoundation.ybif,"? 40,000.00",No
YBI13185@ybifoundation.ybif,"? 40,000.00",Yes
YBI13186@ybifoundation.ybif,"? 40,000.00",No
YBI13187@ybifoundation.ybif,"? 40,000.00",No
YBI13188@ybifoundation.ybif,"? 20,000.00",No
YBI13189@ybifoundation.ybif,"? 20,000.00",Yes
YBI13190@ybifoundation.ybif,"? 20,000.00",Yes
YBI13191@ybifoundation.ybif,"? 60,000.00",Yes
YBI13192@ybifoundation.ybif,"? 60,000.00",Yes
YBI13193@ybifoundation.ybif,"? 70,000.00",Yes
YBI13194@ybifoundation.ybif,"? 70,000.00",Yes
YBI13195@ybifoundation.ybif,"? 40,000.00",No
YBI13196@ybifoundation.ybif,"? 30,000.00",Yes
YBI13197@ybifoundation.ybif,"? 60,000.00",Yes
YBI13198@ybifoundation.ybif,"? 60,000.00",Yes
YBI13199@ybifoundation.ybif,"? 10,000.00",Yes
YBI13200@ybifoundation.ybif,"? 20,000.00",No
YBI13201@ybifoundation.ybif,"? 30,000.00",No
YBI13202@ybifoundation.ybif,"? 30,000.00",Yes
YBI13203@ybifoundation.ybif,"? 40,000.00",Yes
YBI13204@ybifoundation.ybif,"? 10,000.00",Yes
YBI13205@ybifoundation.ybif,"? 10,000.00",Yes
YBI13206@ybifoundation.ybif,"? 20,000.00",Yes
YBI13207@ybifoundation.ybif,"? 20,000.00",No
YBI13208@ybifoundation.ybif,"? 30,000.00",No
YBI13209@ybifoundation.ybif,"? 30,000.00",Yes
YBI13210@ybifoundation.ybif,"? 30,000.00",No
YBI13211@ybifoundation.ybif,"? 30,000.00",No
YBI13212@ybifoundation.ybif,"? 10,000.00",Yes
YBI13213@ybifoundation.ybif,"? 70,000.00",No
YBI13214@ybifoundation.ybif,"? 40,000.00",No
YBI13215@ybifoundation.ybif,"? 40,000.00",No
YBI13216@ybifoundation.ybif,"? 20,000.00",No
YBI13217@ybifoundation.ybif,"? 40,000.00",No
YBI13218@ybifoundation.ybif,"? 40,000.00",Yes
YBI13219@ybifoundation.ybif,"? 40,000.00",No
YBI13220@ybifoundation.ybif,"? 60,000.00",Yes
YBI13221@ybifoundation.ybif,"? 60,000.00",No
YBI13222@ybifoundation.ybif,"? 60,000.00",Yes
YBI13223@ybifoundation.ybif,"? 70,000.00",No
YBI13224@ybifoundation.ybif,"? 70,000.00",No
YBI13225@ybifoundation.ybif,"? 20,000.00",Yes
YBI13226@ybifoundation.ybif,"? 10,000.00",Yes
YBI13227@ybifoundation.ybif,"? 10,000.00",Yes
YBI13228@ybifoundation.ybif,"? 10,000.00",Yes
YBI13229@ybifoundation.ybif,"? 20,000.00",Yes
YBI13230@ybifoundation.ybif,"? 20,000.00",Yes
YBI13231@ybifoundation.ybif,"? 20,000.00",Yes
YBI13232@ybifoundation.ybif,"? 20,000.00",Yes
YBI13233@ybifoundation.ybif,"? 20,000.00",Yes
YBI13234@ybifoundation.ybif,"? 30,000.00",No
YBI13235@ybifoundation.ybif,"? 20,000.00",Yes
YBI13236@ybifoundation.ybif,"? 20,000.00",Yes
YBI13237@ybifoundation.ybif,"? 40,000.00",No
YBI13238@ybifoundation.ybif,"? 40,000.00",No
YBI13239@ybifoundation.ybif,"? 40,000.00",No
YBI13240@ybifoundation.ybif,"? 80,000.00",Yes
YBI13241@ybifoundation.ybif,"? 80,000.00",No
YBI13242@ybifoundation.ybif,"? 40,000.00",No
YBI13243@ybifoundation.ybif,"? 40,000.00",Yes
YBI13244@ybifoundation.ybif,"? 40,000.00",No
YBI13245@ybifoundation.ybif,"? 40,000.00",Yes
YBI13246@ybifoundation.ybif,"? 40,000.00",Yes
YBI13247@ybifoundation.ybif,"? 60,000.00",Yes
YBI13248@ybifoundation.ybif,"? 50,000.00",Yes
YBI13249@ybifoundation.ybif,"? 50,000.00",No
YBI13250@ybifoundation.ybif,"? 50,000.00",Yes
YBI13251@ybifoundation.ybif,"? 50,000.00",Yes
YBI13252@ybifoundation.ybif,"? 50,000.00",No
YBI13253@ybifoundation.ybif,"? 60,000.00",No
YBI13254@ybifoundation.ybif,"? 70,000.00",No
YBI13255@ybifoundation.ybif,"? 60,000.00",Yes
YBI13256@ybifoundation.ybif,"? 60,000.00",Yes
YBI13257@ybifoundation.ybif,"? 60,000.00",Yes
YBI13258@ybifoundation.ybif,"? 80,000.00",Yes
YBI13259@ybifoundation.ybif,"? 70,000.00",Yes
YBI13260@ybifoundation.ybif,"? 70,000.00",Yes
YBI13261@ybifoundation.ybif,"? 70,000.00",No
YBI13262@ybifoundation.ybif,"? 1,00,000.00",No
YBI13263@ybifoundation.ybif,"? 1,00,000.00",No
YBI13264@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI13265@ybifoundation.ybif,"? 1,00,000.00",No
YBI13266@ybifoundation.ybif,"? 80,000.00",Yes
YBI13267@ybifoundation.ybif,"? 50,000.00",No
YBI13268@ybifoundation.ybif,"? 50,000.00",No
YBI13269@ybifoundation.ybif,"? 60,000.00",No
YBI13270@ybifoundation.ybif,"? 60,000.00",Yes
YBI13271@ybifoundation.ybif,"? 60,000.00",Yes
YBI13272@ybifoundation.ybif,"? 1,20,000.00",Yes
YBI13273@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13274@ybifoundation.ybif,"? 1,30,000.00",No
YBI13275@ybifoundation.ybif,"? 1,30,000.00",No
YBI13276@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13277@ybifoundation.ybif,"? 70,000.00",Yes
YBI13278@ybifoundation.ybif,"? 70,000.00",Yes
YBI13279@ybifoundation.ybif,"? 40,000.00",No
YBI13280@ybifoundation.ybif,"? 60,000.00",Yes
YBI13281@ybifoundation.ybif,"? 60,000.00",Yes
YBI13282@ybifoundation.ybif,"? 60,000.00",Yes
YBI13283@ybifoundation.ybif,"? 60,000.00",No
YBI13284@ybifoundation.ybif,"? 60,000.00",Yes
YBI13285@ybifoundation.ybif,"? 60,000.00",Yes
YBI13286@ybifoundation.ybif,"? 60,000.00",No
YBI13287@ybifoundation.ybif,"? 70,000.00",Yes
YBI13288@ybifoundation.ybif,"? 70,000.00",No
YBI13289@ybifoundation.ybif,"? 70,000.00",No
YBI13290@ybifoundation.ybif,"? 60,000.00",Yes
YBI13291@ybifoundation.ybif,"? 70,000.00",Yes
YBI13292@ybifoundation.ybif,"? 70,000.00",Yes
YBI13293@ybifoundation.ybif,"? 70,000.00",Yes
YBI13294@ybifoundation.ybif,"? 70,000.00",Yes
YBI13295@ybifoundation.ybif,"? 70,000.00",Yes
YBI13296@ybifoundation.ybif,"? 40,000.00",Yes
YBI13297@ybifoundation.ybif,"? 40,000.00",Yes
YBI13298@ybifoundation.ybif,"? 40,000.00",No
YBI13299@ybifoundation.ybif,"? 60,000.00",Yes
YBI13300@ybifoundation.ybif,"? 60,000.00",Yes
YBI13301@ybifoundation.ybif,"? 40,000.00",No
YBI13302@ybifoundation.ybif,"? 50,000.00",No
YBI13303@ybifoundation.ybif,"? 60,000.00",No
YBI13304@ybifoundation.ybif,"? 60,000.00",No
YBI13305@ybifoundation.ybif,"? 60,000.00",Yes
YBI13306@ybifoundation.ybif,"? 60,000.00",No
YBI13307@ybifoundation.ybif,"? 60,000.00",Yes
YBI13308@ybifoundation.ybif,"? 60,000.00",Yes
YBI13309@ybifoundation.ybif,"? 60,000.00",Yes
YBI13310@ybifoundation.ybif,"? 60,000.00",Yes
YBI13311@ybifoundation.ybif,"? 60,000.00",Yes
YBI13312@ybifoundation.ybif,"? 60,000.00",Yes
YBI13313@ybifoundation.ybif,"? 80,000.00",Yes
YBI13314@ybifoundation.ybif,"? 60,000.00",Yes
YBI13315@ybifoundation.ybif,"? 60,000.00",Yes
YBI13316@ybifoundation.ybif,"? 60,000.00",Yes
YBI13317@ybifoundation.ybif,"? 60,000.00",No
YBI13318@ybifoundation.ybif,"? 60,000.00",No
YBI13319@ybifoundation.ybif,"? 60,000.00",No
YBI13320@ybifoundation.ybif,"? 80,000.00",No
YBI13321@ybifoundation.ybif,"? 90,000.00",No
YBI13322@ybifoundation.ybif,"? 60,000.00",Yes
YBI13323@ybifoundation.ybif,"? 1,20,000.00",No
YBI13324@ybifoundation.ybif,"? 1,20,000.00",No
YBI13325@ybifoundation.ybif,"? 1,20,000.00",No
YBI13326@ybifoundation.ybif,"? 80,000.00",No
YBI13327@ybifoundation.ybif,"? 80,000.00",No
YBI13328@ybifoundation.ybif,"? 90,000.00",Yes
YBI13329@ybifoundation.ybif,"? 60,000.00",Yes
YBI13330@ybifoundation.ybif,"? 60,000.00",Yes
YBI13331@ybifoundation.ybif,"? 60,000.00",No
YBI13332@ybifoundation.ybif,"? 60,000.00",Yes
YBI13333@ybifoundation.ybif,"? 70,000.00",Yes
YBI13334@ybifoundation.ybif,"? 70,000.00",No
YBI13335@ybifoundation.ybif,"? 70,000.00",No
YBI13336@ybifoundation.ybif,"? 70,000.00",No
YBI13337@ybifoundation.ybif,"? 70,000.00",No
YBI13338@ybifoundation.ybif,"? 70,000.00",Yes
YBI13339@ybifoundation.ybif,"? 60,000.00",Yes
YBI13340@ybifoundation.ybif,"? 30,000.00",No
YBI13341@ybifoundation.ybif,"? 30,000.00",No
YBI13342@ybifoundation.ybif,"? 70,000.00",Yes
YBI13343@ybifoundation.ybif,"? 80,000.00",No
YBI13344@ybifoundation.ybif,"? 80,000.00",No
YBI13345@ybifoundation.ybif,"? 80,000.00",No
YBI13346@ybifoundation.ybif,"? 80,000.00",Yes
YBI13347@ybifoundation.ybif,"? 60,000.00",Yes
YBI13348@ybifoundation.ybif,"? 60,000.00",Yes
YBI13349@ybifoundation.ybif,"? 60,000.00",No
YBI13350@ybifoundation.ybif,"? 50,000.00",Yes
YBI13351@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13352@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13353@ybifoundation.ybif,"? 1,20,000.00",Yes
YBI13354@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13355@ybifoundation.ybif,"? 80,000.00",Yes
YBI13356@ybifoundation.ybif,"? 1,00,000.00",No
YBI13357@ybifoundation.ybif,"? 1,10,000.00",No
YBI13358@ybifoundation.ybif,"? 1,70,000.00",No
YBI13359@ybifoundation.ybif,"? 70,000.00",Yes
YBI13360@ybifoundation.ybif,"? 70,000.00",Yes
YBI13361@ybifoundation.ybif,"? 70,000.00",Yes
YBI13362@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13363@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13364@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13365@ybifoundation.ybif,"? 1,20,000.00",No
YBI13366@ybifoundation.ybif,"? 1,00,000.00",No
YBI13367@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13368@ybifoundation.ybif,"? 1,20,000.00",No
YBI13369@ybifoundation.ybif,"? 1,20,000.00",Yes
YBI13370@ybifoundation.ybif,"? 1,30,000.00",No
YBI13371@ybifoundation.ybif,"? 70,000.00",Yes
YBI13372@ybifoundation.ybif,"? 90,000.00",Yes
YBI13373@ybifoundation.ybif,"? 1,30,000.00",No
YBI13374@ybifoundation.ybif,"? 60,000.00",No
YBI13375@ybifoundation.ybif,"? 70,000.00",Yes
YBI13376@ybifoundation.ybif,"? 80,000.00",Yes
YBI13377@ybifoundation.ybif,"? 90,000.00",Yes
YBI13378@ybifoundation.ybif,"? 80,000.00",Yes
YBI13379@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13380@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13381@ybifoundation.ybif,"? 90,000.00",Yes
YBI13382@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13383@ybifoundation.ybif,"? 1,10,000.00",No
YBI13384@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13385@ybifoundation.ybif,"? 70,000.00",No
YBI13386@ybifoundation.ybif,"? 70,000.00",No
YBI13387@ybifoundation.ybif,"? 60,000.00",Yes
YBI13388@ybifoundation.ybif,"? 60,000.00",Yes
YBI13389@ybifoundation.ybif,"? 70,000.00",No
YBI13390@ybifoundation.ybif,"? 70,000.00",Yes
YBI13391@ybifoundation.ybif,"? 70,000.00",Yes
YBI13392@ybifoundation.ybif,"? 70,000.00",Yes
YBI13393@ybifoundation.ybif,"? 70,000.00",No
YBI13394@ybifoundation.ybif,"? 40,000.00",Yes
YBI13395@ybifoundation.ybif,"? 40,000.00",Yes
YBI13396@ybifoundation.ybif,"? 40,000.00",Yes
YBI13397@ybifoundation.ybif,"? 40,000.00",No
YBI13398@ybifoundation.ybif,"? 40,000.00",Yes
YBI13399@ybifoundation.ybif,"? 40,000.00",Yes
YBI13400@ybifoundation.ybif,"? 40,000.00",No
YBI13401@ybifoundation.ybif,"? 40,000.00",No
YBI13402@ybifoundation.ybif,"? 40,000.00",No
YBI13403@ybifoundation.ybif,"? 30,000.00",Yes
YBI13404@ybifoundation.ybif,"? 30,000.00",Yes
YBI13405@ybifoundation.ybif,"? 30,000.00",Yes
YBI13406@ybifoundation.ybif,"? 30,000.00",Yes
YBI13407@ybifoundation.ybif,"? 30,000.00",No
YBI13408@ybifoundation.ybif,"? 40,000.00",Yes
YBI13409@ybifoundation.ybif,"? 60,000.00",Yes
YBI13410@ybifoundation.ybif,"? 60,000.00",Yes
YBI13411@ybifoundation.ybif,"? 60,000.00",No
YBI13412@ybifoundation.ybif,"? 60,000.00",Yes
YBI13413@ybifoundation.ybif,"? 60,000.00",Yes
YBI13414@ybifoundation.ybif,"? 70,000.00",Yes
YBI13415@ybifoundation.ybif,"? 70,000.00",No
YBI13416@ybifoundation.ybif,"? 60,000.00",No
YBI13417@ybifoundation.ybif,"? 60,000.00",Yes
YBI13418@ybifoundation.ybif,"? 60,000.00",No
YBI13419@ybifoundation.ybif,"? 90,000.00",Yes
YBI13420@ybifoundation.ybif,"? 1,00,000.00",No
YBI13421@ybifoundation.ybif,"? 60,000.00",Yes
YBI13422@ybifoundation.ybif,"? 60,000.00",Yes
YBI13423@ybifoundation.ybif,"? 60,000.00",No
YBI13424@ybifoundation.ybif,"? 70,000.00",Yes
YBI13425@ybifoundation.ybif,"? 80,000.00",Yes
YBI13426@ybifoundation.ybif,"? 80,000.00",Yes
YBI13427@ybifoundation.ybif,"? 70,000.00",No
YBI13428@ybifoundation.ybif,"? 70,000.00",No
YBI13429@ybifoundation.ybif,"? 70,000.00",No
YBI13430@ybifoundation.ybif,"? 70,000.00",No
YBI13431@ybifoundation.ybif,"? 70,000.00",No
YBI13432@ybifoundation.ybif,"? 60,000.00",Yes
YBI13433@ybifoundation.ybif,"? 60,000.00",Yes
YBI13434@ybifoundation.ybif,"? 60,000.00",Yes
YBI13435@ybifoundation.ybif,"? 70,000.00",Yes
YBI13436@ybifoundation.ybif,"? 90,000.00",Yes
YBI13437@ybifoundation.ybif,"? 90,000.00",No
YBI13438@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI13439@ybifoundation.ybif,"? 30,000.00",No
YBI13440@ybifoundation.ybif,"? 60,000.00",Yes
YBI13441@ybifoundation.ybif,"? 40,000.00",No
YBI13442@ybifoundation.ybif,"? 40,000.00",Yes
YBI13443@ybifoundation.ybif,"? 40,000.00",No
YBI13444@ybifoundation.ybif,"? 40,000.00",No
YBI13445@ybifoundation.ybif,"? 40,000.00",Yes
YBI13446@ybifoundation.ybif,"? 30,000.00",Yes
YBI13447@ybifoundation.ybif,"? 30,000.00",No
YBI13448@ybifoundation.ybif,"? 30,000.00",No
YBI13449@ybifoundation.ybif,"? 30,000.00",No
YBI13450@ybifoundation.ybif,"? 30,000.00",No
YBI13451@ybifoundation.ybif,"? 30,000.00",No
YBI13452@ybifoundation.ybif,"? 40,000.00",No
YBI13453@ybifoundation.ybif,"? 40,000.00",No
YBI13454@ybifoundation.ybif,"? 40,000.00",No
YBI13455@ybifoundation.ybif,"? 30,000.00",No
YBI13456@ybifoundation.ybif,"? 40,000.00",No
YBI13457@ybifoundation.ybif,"? 30,000.00",No
YBI13458@ybifoundation.ybif,"? 40,000.00",Yes
YBI13459@ybifoundation.ybif,"? 40,000.00",Yes
YBI13460@ybifoundation.ybif,"? 40,000.00",No
YBI13461@ybifoundation.ybif,"? 40,000.00",Yes
YBI13462@ybifoundation.ybif,"? 60,000.00",Yes
YBI13463@ybifoundation.ybif,"? 40,000.00",No
YBI13464@ybifoundation.ybif,"? 40,000.00",No
YBI13465@ybifoundation.ybif,"? 40,000.00",Yes
YBI13466@ybifoundation.ybif,"? 40,000.00",No
YBI13467@ybifoundation.ybif,"? 40,000.00",No
YBI13468@ybifoundation.ybif,"? 40,000.00",Yes
YBI13469@ybifoundation.ybif,"? 40,000.00",Yes
YBI13470@ybifoundation.ybif,"? 40,000.00",Yes
YBI13471@ybifoundation.ybif,"? 40,000.00",Yes
YBI13472@ybifoundation.ybif,"? 40,000.00",Yes
YBI13473@ybifoundation.ybif,"? 50,000.00",No
YBI13474@ybifoundation.ybif,"? 50,000.00",No
YBI13475@ybifoundation.ybif,"? 50,000.00",Yes
YBI13476@ybifoundation.ybif,"? 60,000.00",Yes
YBI13477@ybifoundation.ybif,"? 80,000.00",No
YBI13478@ybifoundation.ybif,"? 80,000.00",No
YBI13479@ybifoundation.ybif,"? 80,000.00",No
YBI13480@ybifoundation.ybif,"? 90,000.00",Yes
YBI13481@ybifoundation.ybif,"? 90,000.00",Yes
YBI13482@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI13483@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13484@ybifoundation.ybif,"? 1,10,000.00",No
YBI13485@ybifoundation.ybif,"? 1,30,000.00",No
YBI13486@ybifoundation.ybif,"? 1,60,000.00",No
YBI13487@ybifoundation.ybif,"? 1,30,000.00",No
YBI13488@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13489@ybifoundation.ybif,"? 1,30,000.00",No
YBI13490@ybifoundation.ybif,"? 1,50,000.00",Yes
YBI13491@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13492@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13493@ybifoundation.ybif,"? 1,50,000.00",No
YBI13494@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI13495@ybifoundation.ybif,"? 1,10,000.00",No
YBI13496@ybifoundation.ybif,"? 1,20,000.00",Yes
YBI13497@ybifoundation.ybif,"? 1,70,000.00",Yes
YBI13498@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI13499@ybifoundation.ybif,"? 1,10,000.00",No
YBI13500@ybifoundation.ybif,"? 1,10,000.00",No
YBI13501@ybifoundation.ybif,"? 1,70,000.00",No
YBI13502@ybifoundation.ybif,"? 80,000.00",No
YBI13503@ybifoundation.ybif,"? 90,000.00",Yes
YBI13504@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13505@ybifoundation.ybif,"? 1,30,000.00",No
YBI13506@ybifoundation.ybif,"? 1,30,000.00",No
YBI13507@ybifoundation.ybif,"? 60,000.00",Yes
YBI13508@ybifoundation.ybif,"? 70,000.00",No
YBI13509@ybifoundation.ybif,"? 90,000.00",Yes
YBI13510@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13511@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13512@ybifoundation.ybif,"? 90,000.00",Yes
YBI13513@ybifoundation.ybif,"? 1,70,000.00",No
YBI13514@ybifoundation.ybif,"? 90,000.00",Yes
YBI13515@ybifoundation.ybif,"? 80,000.00",Yes
YBI13516@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI13517@ybifoundation.ybif,"? 1,00,000.00",No
YBI13518@ybifoundation.ybif,"? 1,10,000.00",Yes
YBI13519@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13520@ybifoundation.ybif,"? 1,10,000.00",No
YBI13521@ybifoundation.ybif,"? 1,10,000.00",No
YBI13522@ybifoundation.ybif,"? 1,70,000.00",No
YBI13523@ybifoundation.ybif,"? 80,000.00",Yes
YBI13524@ybifoundation.ybif,"? 1,30,000.00",No
YBI13525@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13526@ybifoundation.ybif,"? 90,000.00",Yes
YBI13527@ybifoundation.ybif,"? 90,000.00",Yes
YBI13528@ybifoundation.ybif,"? 1,00,000.00",Yes
YBI13529@ybifoundation.ybif,"? 1,30,000.00",Yes
YBI13530@ybifoundation.ybif,"? 1,50,000.00",No
