OrderID,Date,Category,SubCategory,Customer,State,Region,Payment,Sales,Qty,Profit
3944,04-12-2023,Electronics,Accessories,Hemang Grewal,Delhi,North,UPI,6497.74,3,-233.34
3945,08-09-2024,Grocery,Beverages,Elijah Sekhon,Gujarat,East,COD,18462.55,2,1071.4
3946,28-12-2024,Home,Furniture,Madhavi Badami,Maharashtra,North,COD,40807.44,2,8570.77
3947,26-11-2023,Grocery,Snacks,Frado Deep,Tamil Nadu,West,UPI,46590.16,2,-4787.48
3948,01-08-2024,Fashion,Kids,Yuvraj Bhat,Delhi,West,COD,11685.23,1,-747.02
3949,25-05-2024,Electronics,Mobiles,Upkaar More,UP,East,Card,42361.73,4,2733.87
3950,15-05-2025,Home,Kitchen,Kevin Nadkarni,Gujarat,East,Card,5036.44,4,-707.78
3951,22-11-2023,Home,Furniture,Lajita Chopra,Delhi,North,COD,4725.4,1,1244.04
3952,14-10-2023,Home,Furniture,Aayush Raju,UP,South,COD,24397.06,2,2030.16
3953,12-04-2024,Electronics,Mobiles,Prisha Mohan,Tamil Nadu,West,COD,41380.21,4,-5873.71
3954,16-07-2024,Electronics,Mobiles,Chakrika Bhattacharyya,Tamil Nadu,North,UPI,11791.08,4,-734.09
3955,07-04-2025,Electronics,Laptops,Yashodhara Dada,Delhi,West,Card,21982.65,4,3057.92
3956,24-10-2024,Fashion,Women,Udant Mutti,Gujarat,West,COD,28918.18,1,-4665.57
3957,29-03-2025,Grocery,Snacks,Advay Patla,UP,South,UPI,623.35,1,120.66
3958,21-08-2024,Home,Furniture,Nathaniel Grewal,Delhi,North,Card,4488.06,5,-356.41
3959,14-04-2024,Home,Decor,Charita Thakkar,Maharashtra,West,UPI,41052.36,4,-6199.19
3960,28-04-2025,Grocery,Snacks,Warda Prakash,Karnataka,West,Card,28636.97,5,-3669.7
3961,28-08-2024,Home,Decor,Wridesh Krish,Delhi,East,UPI,35999.58,4,-6195.79
3962,01-07-2024,Home,Furniture,Jatin Seshadri,Tamil Nadu,South,COD,1001.65,5,256.4
3963,14-09-2025,Fashion,Men,Bishakha Kaul,Tamil Nadu,North,Card,1345.03,1,-247.6
3964,13-01-2024,Grocery,Beverages,Anamika Arora,UP,West,Card,17847.51,3,-2728.6
3965,16-08-2024,Electronics,Mobiles,Aahana Sarraf,Maharashtra,South,COD,21690.01,4,980.75
3966,07-06-2024,Home,Decor,Krishna Korpal,Maharashtra,North,UPI,45332.59,5,-3448.84
3967,14-02-2025,Electronics,Accessories,Kamya Murty,Delhi,West,COD,16944.51,2,279.04
3968,11-05-2025,Grocery,Staples,Yashawini Nagi,Tamil Nadu,East,UPI,32649.58,4,8588.42
3969,28-10-2023,Fashion,Women,Manthan Ravel,Karnataka,East,UPI,8889.54,2,-646.42
3970,07-12-2023,Grocery,Staples,Victor Butala,UP,South,COD,11547.79,2,-545.58
3971,18-11-2024,Fashion,Women,Nisha Sibal,Gujarat,East,UPI,15893.53,5,3362.61
3972,25-04-2025,Home,Furniture,Kevin Sandhu,Karnataka,West,UPI,46090.23,5,12332.79
3973,19-07-2024,Electronics,Accessories,Libni Munshi,Maharashtra,South,Card,19175.1,2,-2472.81
3974,11-04-2024,Home,Decor,Janya Ben,Delhi,North,Card,36723.53,5,-2209.12
3975,11-10-2023,Electronics,Accessories,Champak Nazareth,Maharashtra,East,UPI,38297,1,-7543.29
3976,23-07-2024,Grocery,Staples,Chaman Agrawal,Maharashtra,West,UPI,34116.72,1,7465.07
3977,24-09-2023,Home,Furniture,Irya Sarna,Karnataka,North,UPI,11299.31,3,-1166.43
3978,29-04-2024,Home,Kitchen,Ishwar Agate,Karnataka,North,Card,18800.4,1,2691.13
3979,23-06-2024,Fashion,Kids,Pooja Padmanabhan,Delhi,East,UPI,32903.22,5,7734.47
3980,10-03-2024,Fashion,Kids,Kashish Lad,UP,South,UPI,28744,3,-3879.22
3981,20-11-2023,Home,Kitchen,Yashoda Ganesh,Karnataka,South,Card,30740.53,1,-4711.43
3982,16-12-2024,Grocery,Snacks,Yashodhara Dewan,Maharashtra,West,COD,46556.32,2,12312.73
3983,29-08-2024,Fashion,Kids,Harini Vaidya,Karnataka,South,Card,32119.24,3,9353.5
3984,11-04-2025,Home,Decor,Krisha Rana,Gujarat,South,COD,43549.92,1,4653.82
3985,29-02-2024,Electronics,Mobiles,Vedant Vasa,Maharashtra,North,COD,29769.87,4,6796.53
3986,08-03-2024,Grocery,Beverages,Chakradev Nori,Delhi,East,COD,3931.7,3,343.59
3987,08-12-2024,Fashion,Men,Ekansh Bhavsar,UP,West,UPI,3280.34,4,-347.69
3988,12-05-2025,Grocery,Beverages,Leela Barman,Maharashtra,South,UPI,9206.53,4,2317.64
3989,27-11-2023,Home,Furniture,Chaitaly Shah,Delhi,South,UPI,32455.09,2,2712.24
3990,04-06-2024,Electronics,Accessories,Edhitha Wagle,Gujarat,North,COD,42018.88,5,-6448.86
3991,22-07-2025,Electronics,Accessories,Jack Chopra,UP,North,UPI,37517.69,5,2869.95
3992,11-06-2025,Fashion,Kids,Meera Dixit,Tamil Nadu,North,COD,2259.63,3,264.13
3993,16-04-2025,Grocery,Beverages,Rishi Saini,Gujarat,East,UPI,22920.52,2,1397.87
3994,27-11-2024,Electronics,Accessories,Vasatika Chacko,Karnataka,East,UPI,31173.2,4,-1414.41
3995,30-07-2024,Grocery,Snacks,Veda Bahl,Tamil Nadu,East,COD,11276.38,5,-2036.49
3996,24-09-2023,Home,Furniture,Bimala Saini,Maharashtra,East,COD,29073.48,2,6065.31
3997,12-02-2024,Home,Kitchen,Rajeshri Nath,Tamil Nadu,South,Card,2104.25,3,11.73
3998,24-07-2024,Grocery,Snacks,Abeer Borde,Maharashtra,West,Card,22015.62,5,-3286.99
3999,24-10-2024,Electronics,Laptops,Ekapad Vohra,Delhi,West,Card,38972.86,2,5263.83
4000,11-06-2024,Home,Furniture,Advaith Bajaj,Maharashtra,West,UPI,32404.95,2,6439.98
4001,15-05-2024,Electronics,Accessories,Meera Bhavsar,Maharashtra,East,COD,41481.7,5,8153.61
4002,28-01-2024,Grocery,Staples,Hemangini Pradhan,Tamil Nadu,North,COD,15992.16,3,444.92
4003,21-08-2024,Home,Furniture,Wyatt Oza,Karnataka,West,Card,41640.14,5,4378.99
4004,23-03-2025,Home,Furniture,Ekansh Chaudhry,Maharashtra,South,UPI,21953.5,4,5084.18
4005,25-01-2025,Home,Furniture,Qabil Ramaswamy,Gujarat,West,COD,10689.42,4,-892.62
4006,25-10-2023,Grocery,Staples,Radhika Murthy,Tamil Nadu,South,COD,9036.86,1,-1383.22
4007,14-04-2025,Home,Decor,Vedika Dora,Delhi,West,UPI,31530.3,2,-2854.97
4008,01-10-2023,Electronics,Mobiles,Yadavi Balay,Maharashtra,East,UPI,3054.26,5,706.89
4009,30-09-2024,Electronics,Accessories,Pooja Jain,UP,West,COD,1169.86,2,106.17
4010,28-08-2025,Fashion,Men,Jeet Padmanabhan,UP,West,UPI,36248.82,5,2595.15
4011,17-12-2024,Home,Furniture,Pavani Wagle,UP,North,COD,27103.76,4,785.49
4012,13-05-2024,Grocery,Staples,Sanya Andra,Karnataka,South,Card,2925.55,3,-572.16
4013,24-11-2023,Fashion,Women,Rachit Singh,Delhi,West,Card,20589.23,1,-959.96
4014,22-04-2025,Home,Decor,Ekalinga Joshi,Karnataka,South,UPI,11194.51,1,577.74
4015,04-06-2024,Home,Furniture,Ladli Dani,Tamil Nadu,East,UPI,15735.94,3,-722.54
4016,05-05-2025,Home,Furniture,Hemangini Rastogi,Maharashtra,East,UPI,46000.23,4,5343.46
4017,26-05-2025,Electronics,Mobiles,Aarna Ratta,Delhi,East,Card,35882.7,5,-6513.81
4018,19-01-2025,Fashion,Kids,Tripti Gill,Delhi,West,COD,14646.46,1,-2184.39
4019,25-09-2023,Grocery,Beverages,Harini Kapoor,Delhi,East,UPI,41649.02,5,4709.5
4020,11-12-2024,Grocery,Snacks,Bishakha Jani,Tamil Nadu,North,UPI,41823.97,1,12160.12
4021,03-06-2024,Fashion,Men,Aradhana Choudhary,Delhi,East,COD,6685.09,4,879.74
4022,22-06-2024,Grocery,Staples,Chakradhar Dhingra,Gujarat,East,COD,13741.35,1,-266.44
4023,16-11-2024,Fashion,Kids,Krisha Kar,Delhi,South,UPI,27052.38,2,4323.63
4024,30-05-2024,Fashion,Men,Azad Karpe,Tamil Nadu,East,COD,48670.56,3,2355.93
4025,13-03-2024,Grocery,Beverages,Warda Contractor,Gujarat,North,Card,2554.13,3,-282.77
4026,12-06-2024,Grocery,Snacks,Pooja Oza,UP,North,COD,16483.2,2,-2179.63
4027,21-06-2024,Fashion,Kids,Hardik Sahota,Tamil Nadu,North,UPI,16540.29,1,2129.63
4028,13-06-2025,Grocery,Beverages,Onveer Ravel,Karnataka,South,COD,11256.72,3,-703.79
4029,15-01-2025,Fashion,Women,Aarini Chandran,Tamil Nadu,South,UPI,10943.7,1,2485.41
4030,07-09-2024,Grocery,Beverages,Amara Jhaveri,Gujarat,East,UPI,12057.02,2,-367.94
4031,28-12-2024,Home,Furniture,Andrew Nath,UP,South,UPI,13829.51,1,672.5
4032,25-11-2024,Home,Kitchen,Rachita Chowdhury,UP,North,COD,8227.56,2,1048.69
4033,19-09-2025,Electronics,Laptops,Theodore Raja,Maharashtra,North,UPI,3638.07,2,-651.73
4034,12-02-2024,Fashion,Kids,Chatura Babu,UP,West,UPI,16969.83,2,3039.88
4035,08-12-2023,Home,Furniture,Onkar Anand,Karnataka,North,Card,38071.55,2,-128.63
4036,26-04-2025,Electronics,Accessories,Rachita Sandhu,Karnataka,East,COD,25417,3,-4375.22
4037,23-02-2024,Electronics,Accessories,Ayushman Bhatt,UP,East,Card,7252.88,5,755.34
4038,18-09-2025,Grocery,Snacks,Amol Cheema,Maharashtra,East,Card,32053.57,3,6645.56
4039,18-04-2025,Home,Kitchen,Gavin Shah,Delhi,South,COD,25784.55,4,1321.73
4040,25-05-2024,Grocery,Beverages,Dhriti Mall,Maharashtra,South,Card,3933.57,4,930.15
4041,03-04-2024,Fashion,Kids,Tanmayi Barman,Tamil Nadu,South,UPI,38765.4,2,-4410.48
4042,19-05-2025,Grocery,Staples,Yatin Suri,Karnataka,East,COD,28059.99,3,-4533.56
4043,30-06-2025,Home,Decor,Vamakshi Deep,Karnataka,South,UPI,1554.57,3,127.23
4044,02-02-2025,Electronics,Mobiles,Hiral Savant,Karnataka,North,Card,30340.41,1,1079.51
4045,29-01-2025,Electronics,Laptops,Vrinda Gulati,UP,South,UPI,41340.03,1,646.08
4046,07-04-2024,Home,Kitchen,Chameli Deshpande,Karnataka,North,UPI,17494.76,1,1199.32
4047,17-03-2024,Electronics,Mobiles,Yagnesh Ravi,Gujarat,East,UPI,28842.87,1,-5689.16
4048,10-04-2024,Fashion,Women,Amol Raghavan,Gujarat,West,Card,2734,3,536.71
4049,04-01-2025,Electronics,Laptops,Ganga Om,Maharashtra,West,Card,7485.73,1,313.42
4050,30-10-2023,Home,Kitchen,Netra Shukla,Delhi,East,Card,9954.29,4,755.58
4051,24-01-2024,Electronics,Accessories,Upadhriti Sarin,Maharashtra,South,Card,35396.51,1,4704.33
4052,29-09-2024,Home,Decor,Rajata Pandey,Tamil Nadu,West,COD,48933.73,4,11379.51
4053,20-07-2025,Electronics,Laptops,Karan Krishnamurthy,Delhi,North,Card,14203.77,3,4134
4054,10-04-2024,Electronics,Mobiles,Aadhya Sachdeva,Delhi,East,UPI,45664.41,1,647.41
4055,11-11-2023,Grocery,Staples,Yashica Cheema,UP,East,Card,5871.09,2,632.52
4056,15-01-2024,Fashion,Men,Zilmil Varkey,Karnataka,West,COD,18758.38,2,5068.33
4057,20-08-2024,Grocery,Staples,Panini Hans,UP,North,UPI,5317.83,1,-162.81
4058,29-12-2023,Home,Decor,Bhavini Chandran,Karnataka,South,Card,39383.3,5,2464.05
4059,16-01-2024,Home,Kitchen,Charvi Sachar,Tamil Nadu,South,COD,10078.71,2,572.28
4060,30-07-2025,Fashion,Kids,Ryan Mody,Maharashtra,West,UPI,16844.98,5,-1891.58
4061,20-09-2024,Home,Kitchen,Oviya Deol,Maharashtra,North,Card,378.81,3,90.77
4062,20-10-2023,Grocery,Snacks,Bahadurjit Mand,Tamil Nadu,South,UPI,21289.24,5,-1886.06
4063,15-10-2024,Electronics,Accessories,Benjamin Chad,Karnataka,North,UPI,19980.67,4,5915.62
4064,22-08-2025,Grocery,Beverages,Lohit Sunder,Delhi,West,Card,41352.18,3,-6170.36
4065,26-11-2023,Fashion,Kids,Jagvi Batra,UP,East,COD,34766.02,5,-616.05
4066,22-11-2024,Electronics,Mobiles,Libni Ray,Maharashtra,West,UPI,32799.78,2,-3235.17
4067,31-08-2025,Grocery,Beverages,Yutika Ramesh,Delhi,South,Card,24497.28,4,-1219.31
4068,09-12-2023,Electronics,Accessories,Udarsh Badal,Maharashtra,North,COD,22177.86,5,4869.32
4069,19-03-2025,Grocery,Snacks,Yashodhara Tripathi,Gujarat,South,Card,23862.09,2,-1345.87
4070,05-09-2025,Fashion,Kids,Daksh Kumer,Tamil Nadu,East,COD,30911.24,2,-3359.21
4071,17-05-2024,Home,Decor,Devika Savant,UP,East,COD,27361.79,3,-3019.97
4072,01-07-2024,Home,Decor,Amruta Ghosh,Gujarat,East,Card,38788.27,1,4435.9
4073,19-12-2023,Grocery,Snacks,Hardik Sura,Delhi,East,Card,32930.06,4,1093.83
4074,06-02-2024,Electronics,Accessories,Mekhala Upadhyay,Gujarat,North,UPI,21822.83,4,-429.93
4075,07-02-2025,Grocery,Snacks,Maanas Bains,UP,West,Card,45127.8,3,7742.35
4076,09-09-2024,Electronics,Mobiles,Vedika Rastogi,Tamil Nadu,North,COD,29364.92,2,5351.99
4077,08-08-2024,Grocery,Staples,Bhavna Borra,Gujarat,North,Card,9318.23,4,295.99
4078,09-09-2025,Fashion,Kids,Abdul Arora,Gujarat,North,COD,29488.75,5,3077.2
4079,16-07-2025,Fashion,Women,Karan Bhardwaj,Maharashtra,North,Card,6303.95,5,-288.37
4080,06-05-2025,Electronics,Mobiles,Aryan Mangat,Karnataka,South,Card,20161.45,4,5446.27
4081,21-12-2023,Electronics,Mobiles,Baghyawati Sood,Delhi,South,COD,5745.6,5,91.11
4082,30-10-2024,Grocery,Snacks,Anika Kumer,Tamil Nadu,South,COD,45247.84,1,2689.99
4083,11-11-2023,Electronics,Accessories,Barkha Sengupta,UP,West,Card,10358.7,4,-811.93
4084,27-09-2023,Grocery,Staples,Yatin Soman,Delhi,North,COD,45189.07,3,-6546.31
4085,15-02-2024,Grocery,Snacks,Faris Doshi,Tamil Nadu,South,Card,41182.84,5,-3126.45
4086,02-08-2025,Grocery,Beverages,Quincy Sharma,Karnataka,North,UPI,26976.16,3,7225.92
4087,23-08-2024,Home,Kitchen,Mitali Dada,Tamil Nadu,North,Card,20532.65,2,726.79
4088,09-06-2025,Home,Kitchen,Sara Bhagat,Karnataka,South,Card,48083.65,5,-4590.43
4089,17-10-2024,Home,Furniture,Januja Dugar,Maharashtra,South,Card,4416.39,5,207.82
4090,19-05-2025,Home,Decor,Divya Samra,Karnataka,South,COD,11678.93,3,1900.27
4091,15-05-2025,Fashion,Kids,Farhan Rau,Maharashtra,East,UPI,7586.9,1,1116.54
4092,24-12-2023,Home,Kitchen,Tanvi Manda,Tamil Nadu,East,UPI,27304.82,1,4205.87
4093,11-01-2025,Fashion,Women,Ishani Sandhu,Gujarat,North,COD,8989.1,5,1125.75
4094,07-10-2023,Electronics,Accessories,Aditya Basu,Gujarat,North,Card,34932.25,4,-4919.89
4095,18-11-2023,Fashion,Kids,Nihal Bora,Maharashtra,East,COD,2165.06,3,-262.38
4096,09-07-2024,Grocery,Beverages,Sathvik Gandhi,Tamil Nadu,North,COD,46045.47,2,4114.99
4097,25-12-2023,Home,Decor,Lavanya Majumdar,Delhi,West,COD,21645.12,1,-3716.95
4098,26-02-2024,Fashion,Kids,Chaaya Sule,Maharashtra,West,COD,28151.15,1,-3767.43
4099,16-11-2024,Home,Furniture,Qabil Lata,Karnataka,South,UPI,45391.16,2,-2252.84
4100,10-09-2024,Electronics,Accessories,Falan Saxena,Delhi,East,UPI,29477.19,3,2681.05
4101,25-02-2024,Home,Kitchen,Ojas Shenoy,UP,North,UPI,11526.98,5,-42.76
4102,24-03-2025,Grocery,Snacks,Manan Dar,UP,North,Card,22325.69,4,6568.52
4103,17-02-2024,Electronics,Mobiles,Samuel Modi,Maharashtra,West,Card,39286.9,3,-6568.27
4104,30-03-2024,Electronics,Laptops,Avi Sharaf,Karnataka,North,COD,48418.26,2,8120.38
4105,24-08-2024,Electronics,Mobiles,Aryan Choudhury,UP,North,Card,13825.5,3,-2360.76
4106,09-03-2024,Fashion,Women,Tristan Bahri,UP,North,Card,18923.15,5,5653.48
4107,11-09-2024,Electronics,Mobiles,Ekaja Pathak,Delhi,West,UPI,11178.09,3,807.81
4108,17-04-2025,Fashion,Women,Megha Dugar,Karnataka,South,UPI,17522.13,1,165.18
4109,07-09-2025,Fashion,Women,Mekhala Rastogi,Gujarat,East,COD,8251.88,5,-597.23
4110,21-02-2025,Electronics,Mobiles,Utkarsh Srinivasan,UP,East,Card,1089.8,2,69.66
4111,08-02-2024,Grocery,Snacks,Dipta Varma,Maharashtra,East,Card,13019.15,1,2796.06
4112,20-08-2025,Home,Decor,Ladli Rege,Delhi,North,UPI,46712.16,1,1561
4113,04-11-2023,Grocery,Beverages,Turvi Edwin,Tamil Nadu,South,COD,17449.57,3,4363.79
4114,17-10-2023,Fashion,Kids,Warda Kunda,Gujarat,North,UPI,17519.41,3,-91.37
4115,01-05-2025,Fashion,Women,Maya Narain,Tamil Nadu,South,COD,22266.25,3,181.19
4116,29-01-2024,Home,Decor,Vasatika Badal,Karnataka,West,COD,13024.86,2,3001.51
4117,12-09-2025,Grocery,Staples,Kala Loyal,Karnataka,North,COD,33048.66,3,-6238.57
4118,30-06-2024,Fashion,Kids,Ekaraj Solanki,UP,East,UPI,4340.52,4,329.65
4119,04-10-2023,Fashion,Kids,Kalpit Rao,Gujarat,South,UPI,24014.61,1,5924.68
4120,12-08-2024,Fashion,Women,Daksh Dora,Delhi,East,COD,47949.53,2,-2633.99
4121,13-01-2025,Electronics,Laptops,Zinal Ghosh,Karnataka,South,Card,41859.66,2,2630.33
4122,29-02-2024,Fashion,Women,Urvi Borde,Maharashtra,North,UPI,36505.66,4,10656.87
4123,24-03-2025,Home,Furniture,Sarthak Bir,Delhi,South,UPI,32235.39,4,5622.9
4124,12-08-2025,Grocery,Beverages,Xavier Bhavsar,Delhi,North,COD,44639.94,3,-4962.68
4125,17-01-2024,Home,Furniture,Hitesh Oak,Karnataka,West,UPI,43163.98,2,-7831.32
4126,20-06-2025,Electronics,Accessories,Qasim Wason,Delhi,North,Card,39615.31,3,-3498.9
4127,12-11-2023,Electronics,Accessories,Krishna Dutt,Tamil Nadu,West,UPI,8311.62,5,-1272.87
4128,08-07-2025,Electronics,Mobiles,Ishita Sahota,Gujarat,East,Card,29266.65,3,-909.64
4129,04-10-2023,Fashion,Men,Anamika Basu,Delhi,South,COD,25135.97,3,1938.54
4130,07-07-2025,Fashion,Kids,Dalbir Dugal,Maharashtra,West,COD,6489.98,1,759.77
4131,14-02-2025,Fashion,Men,Aarav Padmanabhan,Karnataka,East,Card,40320,4,5963.51
4132,25-09-2023,Grocery,Beverages,Joshua Peri,Maharashtra,North,Card,48043.08,2,-5712.57
4133,06-10-2023,Fashion,Kids,Fiyaz Dhar,Tamil Nadu,East,COD,41678.47,2,-1581.01
4134,27-12-2024,Grocery,Staples,Harinakshi Vala,Delhi,East,Card,2489.24,2,700.79
4135,07-02-2024,Grocery,Staples,Yashoda Badami,Karnataka,West,COD,44566.79,2,-2741.25
4136,31-12-2023,Electronics,Laptops,Pahal Narain,Gujarat,North,UPI,16314.26,1,498.01
4137,25-04-2025,Electronics,Mobiles,Kevin Mall,Gujarat,West,UPI,29874.05,1,-1712.09
4138,11-02-2025,Home,Furniture,Neelima Aurora,Delhi,East,Card,45826.07,3,-1358.67
4139,25-03-2024,Fashion,Women,Fiyaz Din,Delhi,North,Card,23018.56,1,-3051.32
4140,10-11-2024,Fashion,Kids,Teerth Ramanathan,UP,North,COD,33916.5,2,2890.36
4141,08-06-2024,Fashion,Women,Vyanjana Bakshi,Maharashtra,North,UPI,27399.67,3,4517.71
4142,17-03-2024,Home,Decor,Nathan Lalla,Tamil Nadu,West,COD,23454.81,1,3405.36
4143,12-08-2025,Electronics,Laptops,Balveer Agate,Karnataka,West,UPI,13483.99,5,154.27
4144,26-03-2025,Electronics,Laptops,Vrishti Nagy,Maharashtra,South,UPI,4799.23,1,-4.17
4145,25-11-2023,Fashion,Women,Jackson Mangat,Karnataka,South,COD,11986.62,2,1233.6
4146,15-09-2024,Grocery,Staples,Ijaya Bose,Gujarat,East,COD,23404.88,1,6313.83
4147,04-03-2025,Grocery,Snacks,Oscar Rama,Gujarat,South,UPI,20237.94,3,2014.51
4148,22-10-2024,Home,Decor,Veer Rajagopal,UP,North,Card,24409.76,2,-4301.39
4149,25-07-2025,Home,Kitchen,Ojasvi Desai,Gujarat,East,UPI,22115.51,5,-97.1
4150,09-04-2025,Electronics,Laptops,Geetika Kulkarni,Tamil Nadu,East,Card,9495.44,4,2345.15
4151,26-09-2024,Electronics,Accessories,Bhavna Bala,Tamil Nadu,South,UPI,33667.93,4,-2167.58
4152,16-04-2024,Electronics,Mobiles,Sneha Sawhney,Tamil Nadu,East,Card,34992.46,1,-2488.06
4153,03-05-2025,Fashion,Kids,Kashvi Bose,UP,West,Card,11540.49,3,2802.94
4154,06-11-2023,Electronics,Laptops,Chaman Mittal,Gujarat,East,UPI,21058.76,2,273.27
4155,18-11-2024,Electronics,Laptops,Ridhi Chandra,Tamil Nadu,South,COD,16417.12,5,-1165.66
4156,28-01-2025,Fashion,Kids,Bhavya Saxena,UP,North,Card,17628.44,5,-2760.27
4157,26-04-2025,Electronics,Laptops,Ayaan Ramachandran,Tamil Nadu,East,Card,34822.16,4,-758.67
4158,11-08-2025,Fashion,Women,Krish Boase,Maharashtra,South,UPI,29773.34,3,-568.42
4159,01-10-2023,Fashion,Kids,Aarini Toor,Gujarat,North,Card,2699.5,1,121.51
4160,27-12-2023,Fashion,Men,Chameli Goswami,Maharashtra,West,UPI,1291.66,3,145.65
4161,02-03-2024,Electronics,Laptops,Saksham Magar,Delhi,North,UPI,29719.18,5,7449.78
4162,14-04-2024,Home,Furniture,Veda Butala,UP,North,COD,41729.38,3,836.59
4163,19-06-2024,Home,Decor,Zarna Varghese,Delhi,North,Card,34861.68,3,-4697.89
4164,15-02-2025,Home,Decor,Zayyan Bose,Tamil Nadu,South,UPI,38808.3,1,5018.41
4165,22-07-2025,Home,Kitchen,Rohan Loke,Karnataka,South,COD,20894.92,1,1493.16
4166,18-05-2025,Fashion,Women,Chanchal Sangha,Tamil Nadu,East,UPI,28760.72,3,4098.28
4167,05-05-2024,Electronics,Mobiles,Wishi Kumar,UP,West,COD,11889.04,1,3166.39
4168,05-11-2024,Home,Furniture,Vivaan Ben,Maharashtra,East,COD,35906.2,1,3974.07
4169,23-06-2024,Fashion,Women,Pavani Oak,Delhi,South,Card,10074.29,5,-766.85
4170,06-04-2025,Home,Decor,Lavanya Mohan,Karnataka,North,COD,10876.93,1,812.59
4171,06-02-2025,Fashion,Kids,Sanya Shroff,Karnataka,East,UPI,26630.08,1,6696.76
4172,29-04-2025,Home,Kitchen,Priya Chander,Gujarat,West,COD,40942.52,2,1806.84
4173,15-09-2025,Grocery,Beverages,Samuel Sundaram,Karnataka,South,UPI,7404.7,2,541.28
4174,28-07-2025,Electronics,Mobiles,Zayan Sanghvi,UP,North,Card,20563.53,1,-1767.92
4175,27-03-2025,Grocery,Snacks,Rudra Suresh,Delhi,North,UPI,4970.63,1,655.25
4176,30-09-2024,Grocery,Beverages,Udant Ram,Gujarat,South,COD,35383.13,2,-1381.21
4177,29-11-2023,Home,Decor,Nidra Chandran,Maharashtra,East,UPI,25846.97,2,6837.82
4178,13-06-2025,Home,Furniture,Yamini Devi,Karnataka,North,UPI,44506.66,1,-6614.82
4179,10-05-2024,Fashion,Women,Fariq Dey,Maharashtra,West,Card,22584.97,1,6305.18
4180,13-05-2025,Grocery,Snacks,Joshua Manne,UP,West,Card,22487.58,4,5991.91
4181,10-12-2023,Grocery,Beverages,Joshua Sarma,Maharashtra,South,COD,18468.5,4,438.21
4182,04-12-2024,Electronics,Laptops,Widisha Ramaswamy,UP,South,UPI,41105.51,2,-5319.68
4183,16-12-2024,Electronics,Mobiles,Orinder Guha,Gujarat,West,Card,16060.22,1,7.27
4184,24-03-2025,Fashion,Kids,Barkha Manda,UP,West,Card,428.3,1,-58.56
4185,12-08-2025,Electronics,Mobiles,Amruta Mishra,Tamil Nadu,East,COD,18118.21,1,2878.12
4186,05-05-2025,Home,Furniture,Faraj Dubey,Gujarat,West,UPI,36815.34,5,1713.51
4187,25-10-2023,Grocery,Staples,Rayaan Mandal,Tamil Nadu,South,UPI,6768.69,2,1958.63
4188,01-08-2025,Home,Kitchen,Waida Buch,Tamil Nadu,North,UPI,48446.55,4,6723.44
4189,02-02-2024,Home,Furniture,Kamya Yohannan,Maharashtra,North,Card,14377.78,4,350.3
4190,10-12-2024,Fashion,Kids,Ekani Rajagopal,Delhi,West,UPI,21611.88,1,-1070.25
4191,05-04-2025,Home,Furniture,Chameli Chanda,Delhi,South,Card,625.37,3,102.38
4192,06-03-2025,Electronics,Laptops,Vedant Sharma,Karnataka,South,UPI,16684.59,1,1032.61
4193,06-11-2024,Electronics,Mobiles,Arunima Ramachandran,Tamil Nadu,North,Card,5636.46,2,-506.28
4194,11-12-2023,Electronics,Accessories,Faraj Sem,Gujarat,East,Card,26773.2,3,4376.71
4195,01-04-2025,Home,Decor,Indira Natt,Tamil Nadu,North,UPI,24500.42,1,-3416.64
4196,26-04-2024,Home,Decor,Wriddhish Sehgal,Karnataka,North,UPI,48501.27,4,11283.46
4197,23-06-2025,Electronics,Laptops,Madhav Sankar,UP,East,UPI,44392.77,5,6974.63
4198,19-05-2024,Grocery,Beverages,Azaan Biswas,UP,South,Card,10131.04,3,1658.88
4199,23-06-2024,Home,Decor,Lopa Dani,UP,South,COD,24915.37,3,4778.03
4200,28-09-2023,Electronics,Accessories,Ekta Raj,Gujarat,South,Card,4129.58,3,1094.89
4201,27-09-2023,Fashion,Men,Max Bera,Karnataka,West,Card,1034.04,3,-16.92
4202,05-09-2024,Grocery,Snacks,Caleb Basak,Gujarat,South,Card,18162.88,4,-2713.81
4203,19-10-2023,Electronics,Accessories,Rudra Bhatnagar,Delhi,East,UPI,13376.95,5,-1098.79
4204,22-12-2023,Fashion,Women,Quincy Madan,Tamil Nadu,East,Card,24779.19,5,7004.05
4205,03-06-2025,Fashion,Kids,Sai Pandey,Maharashtra,West,UPI,47665.33,2,-420.01
4206,17-06-2025,Home,Decor,Omya Khare,Tamil Nadu,North,COD,16874.89,2,-275.56
4207,07-03-2024,Electronics,Laptops,Alexander Lal,Tamil Nadu,South,UPI,49792.39,2,11243.62
4208,07-07-2025,Home,Furniture,Frederick Ratti,Tamil Nadu,East,UPI,20600.77,4,-1462.11
4209,08-11-2024,Grocery,Snacks,Krishna Oommen,Gujarat,South,Card,43299.28,1,9648.45
4210,08-07-2024,Grocery,Staples,Janaki Suri,UP,South,Card,25116.71,2,1253.57
4211,06-06-2024,Fashion,Men,Kavya Sekhon,Tamil Nadu,West,UPI,36541.4,1,-6787.99
4212,15-12-2024,Fashion,Men,Isha Pillay,Tamil Nadu,South,UPI,36661.85,1,7183.27
4213,03-05-2024,Fashion,Women,Vanya Dewan,Tamil Nadu,South,Card,40284.46,1,1461.4
